u,v,osmid_edge,name,real_distance_m,real_duration_s,real_speed_kmh,timestamp
1881927759,6687964478,"[1012665669, 1241605199, 711330225, 945783770, 163053438]",Phố Trung Kính,1120,214,18.8411214953271,2025-11-27 06:54:37.180221
1881928007,1881928008,177776815,,62,9,24.8,2025-11-27 06:54:37.409207
1881928007,1221053112,941188192,Phố Phạm Văn Bạch,40,37,3.891891891891892,2025-11-27 06:54:37.563028
1881928008,1881927757,1115710781,,23,10,8.28,2025-11-27 06:54:37.742479
1881928008,13327548968,"[106029720, 1284835491, 815619171]",Phố Dương Đình Nghệ,700,129,19.53488372093023,2025-11-27 06:54:37.966034
1881928278,6672531385,1115710779,,85,17,18.0,2025-11-27 06:54:38.405715
1881928279,1881928280,601860671,,132,73,6.50958904109589,2025-11-27 06:54:38.564562
1881928279,1220930858,709788184,Phố Dương Đình Nghệ,43,47,3.293617021276596,2025-11-27 06:54:38.679392
1881928280,6672531385,116432665,Phố Dương Đình Nghệ,12,1,43.2,2025-11-27 06:54:38.797499
1881949102,1881949103,177779734,,64,14,16.457142857142856,2025-11-27 06:54:38.987350
1881949102,4539675829,"[106053505, 1442409291, 709368691]",Đường Khuất Duy Tiến,423,192,7.93125,2025-11-27 06:54:39.170906
1881949103,1881949102,177779734,,522,90,20.88,2025-11-27 06:54:39.286360
1881949103,11768052436,397241050,Đường Khuất Duy Tiến,236,38,22.357894736842105,2025-11-27 06:54:39.452609
1884747787,4538405005,961861931,Đường Nguyễn Trãi,21,5,15.120000000000001,2025-11-27 06:54:39.683174
1884747789,1884747787,178091013,,65,16,14.625,2025-11-27 06:54:39.923029
1884747789,3779255487,945783773,Đường Nguyễn Trãi,31,30,3.7200000000000006,2025-11-27 06:54:40.039225
1884765798,6658429241,"[708581287, 178091734, 708576345, 708576350, 708576351]",Phố Chùa Bộc,542,200,9.756,2025-11-27 06:54:40.222212
1884765802,1758629824,708584848,Phố Chùa Bộc,20,6,12.0,2025-11-27 06:54:40.338682
1884765802,5674347102,708584849,Phố Tôn Thất Tùng,18,4,16.2,2025-11-27 06:54:40.584772
1884765806,1495020912,1177158045,Phố Tây Sơn,19,8,8.55,2025-11-27 06:54:40.700678
1884765806,1884765798,708573719,Phố Chùa Bộc,959,211,16.362085308056873,2025-11-27 06:54:40.824528
1884768305,1314209717,178091745,,63,9,25.2,2025-11-27 06:54:41.002868
1884768305,1314209699,708570281,Phố Thái Hà,37,52,2.5615384615384618,2025-11-27 06:54:41.134738
1884769977,6688503847,711404121,Phố Tây Sơn,15,7,7.714285714285714,2025-11-27 06:54:41.311366
1884769977,1884769979,178091760,,63,9,25.2,2025-11-27 06:54:41.492220
1884769979,6644672133,707072725,Phố Thái Hà,67,10,24.12,2025-11-27 06:54:41.679324
1884776799,445970799,178099297,,1472,298,17.78255033557047,2025-11-27 06:54:41.796034
1884776799,5954441639,"[1266014434, 219977702, 1204846893, 711083507, 711492060]","['Phố Nguyễn Lương Bằng', 'Phố Tây Sơn']",732,117,22.523076923076925,2025-11-27 06:54:41.975697
1887748894,5875603186,"[616838547, 954882991]","['Cầu Mới', 'Đường Nguyễn Trãi']",45,17,9.529411764705882,2025-11-27 06:54:42.156098
1887751321,1312650077,592761913,,43,11,14.072727272727274,2025-11-27 06:54:42.274409
1887751321,2185731481,703997646,Đường Phạm Hùng,56,9,22.400000000000002,2025-11-27 06:54:42.488561
1897734810,1897734813,179403839,,37,9,14.799999999999999,2025-11-27 06:54:42.739034
1897734810,5710222979,"[705501036, 705501037, 705501038]",Đường Khuất Duy Tiến,331,105,11.348571428571429,2025-11-27 06:54:42.900808
1897734813,1897734810,179403839,,37,11,12.10909090909091,2025-11-27 06:54:43.012352
1897734813,5093497429,709368694,Đường Khuất Duy Tiến,99,30,11.879999999999999,2025-11-27 06:54:43.232796
1901865134,1901865135,179746537,,32,8,14.4,2025-11-27 06:54:43.415147
1901865134,5710136485,"[953158808, 953158809]",Đường Trần Duy Hưng,168,43,14.065116279069768,2025-11-27 06:54:43.638028
1901865135,1901865134,179746537,,1072,298,12.9503355704698,2025-11-27 06:54:43.816708
1901865135,5710673956,"[1012665673, 701418863, 953158807]",Đường Trần Duy Hưng,339,64,19.06875,2025-11-27 06:54:44.043247
1904353550,1884776799,"[882269315, 1266448183]",Phố Nguyễn Lương Bằng,102,16,22.95,2025-11-27 06:54:44.174884
1904360482,2174649908,708940359,,22,8,9.9,2025-11-27 06:54:44.416128
1904360482,106108917,1240127122,Phố Hoàng Cầu,336,51,23.71764705882353,2025-11-27 06:54:44.592676
1919750981,6631796343,116432102,Phố Trần Thái Tông,36,5,25.92,2025-11-27 06:54:44.895952
1919750981,1919720738,961685424,,46,7,23.65714285714286,2025-11-27 06:54:45.012222
1919751043,1919751060,601492994,,18,2,32.4,2025-11-27 06:54:45.167364
1919751043,1748294250,116432101,Phố Phạm Văn Bạch,314,82,13.785365853658536,2025-11-27 06:54:45.348707
1919751060,1954877845,106042137,Phố Phạm Văn Bạch,18,3,21.6,2025-11-27 06:54:45.504811
1919751060,1919751043,601492994,,18,6,10.8,2025-11-27 06:54:45.623562
1954877845,1919750981,945783761,,67,9,26.8,2025-11-27 06:54:45.746173
2050902820,98031401,708891236,Đường La Thành,21,9,8.4,2025-11-27 06:54:45.928077
2050902820,6662639319,711708478,Phố Hào Nam,27,6,16.2,2025-11-27 06:54:46.080218
2050902827,445970127,194581846,,13,10,4.680000000000001,2025-11-27 06:54:46.202580
2050902827,2050902836,194581841,Phố Hào Nam,124,13,34.33846153846154,2025-11-27 06:54:46.439610
2050902830,445970096,194581844,,15,4,13.5,2025-11-27 06:54:46.550899
2050902830,2050902833,194581841,Phố Hào Nam,126,18,25.2,2025-11-27 06:54:46.717693
2050902832,2050902833,194581845,,13,16,2.9250000000000003,2025-11-27 06:54:46.827839
2050902832,445970096,621977218,Phố Hào Nam,119,16,26.775000000000002,2025-11-27 06:54:46.946907
2050902833,2050902827,194581841,Phố Hào Nam,122,18,24.4,2025-11-27 06:54:47.062171
2050902833,2050902832,194581845,,13,9,5.2,2025-11-27 06:54:47.181098
2050902835,2050902836,194581848,,16,8,7.2,2025-11-27 06:54:47.372487
2050902835,445970127,"[621977218, 710279559]",Phố Hào Nam,120,14,30.857142857142858,2025-11-27 06:54:47.491736
2050902836,2050902835,194581848,,16,14,4.114285714285714,2025-11-27 06:54:47.608207
2050902836,5489009621,"[194581841, 711708475, 711708476, 711708477]",Phố Hào Nam,137,17,29.011764705882353,2025-11-27 06:54:47.777190
2053894358,8237661942,885892445,,20,5,14.4,2025-11-27 06:54:48.020259
2053894358,2290010720,"[967878665, 711531410, 966127180]",Phố Giảng Võ,566,93,21.90967741935484,2025-11-27 06:54:48.184774
2084132002,5716649671,705807579,Đường Nguyễn Chí Thanh,15,2,27.0,2025-11-27 06:54:48.301402
2084132003,5718871870,601583623,,39,38,3.6947368421052635,2025-11-27 06:54:48.460933
2084132003,5710673979,701418860,,87,37,8.464864864864865,2025-11-27 06:54:48.574824
2084132003,98041849,701418862,Đường Trần Duy Hưng,31,27,4.133333333333334,2025-11-27 06:54:48.684764
2174649904,106108917,219976145,Phố Võ Văn Dũng,411,70,21.137142857142855,2025-11-27 06:54:48.800782
2174649904,2174649908,"[207272547, 1432500749]",Phố Hoàng Cầu,349,48,26.175,2025-11-27 06:54:48.980661
2174649908,1904360482,708940359,,438,112,14.07857142857143,2025-11-27 06:54:49.109126
2174649908,4961341864,"[1216203224, 207272547, 1203979590]",Phố Hoàng Cầu,184,48,13.8,2025-11-27 06:54:49.367289
2175126932,6648227223,"[1201414576, 1201414577, 875229050]",Phố Láng Hạ,164,32,18.45,2025-11-27 06:54:49.602008
2175126939,2175126932,207318368,,166,74,8.075675675675676,2025-11-27 06:54:49.820041
2175126939,444874857,707463100,Phố Láng Hạ,49,41,4.302439024390244,2025-11-27 06:54:50.000584
2176926218,446030797,709017802,Phố Thái Hà,251,69,13.095652173913045,2025-11-27 06:54:50.184965
2176926218,6662241095,962493747,Phố Yên Lãng,111,18,22.200000000000003,2025-11-27 06:54:50.435960
2176926218,5716616005,"[1266983913, 33407729, 1344929479]",Phố Thái Hà,461,132,12.572727272727272,2025-11-27 06:54:50.560407
2185731222,1314191415,711088046,Đại lộ Thăng Long,51,59,3.1118644067796613,2025-11-27 06:54:50.734423
2185731222,436383687,208259664,,208,124,6.038709677419355,2025-11-27 06:54:50.921116
2185731475,2185731477,208259670,,84,14,21.6,2025-11-27 06:54:51.139217
2185731475,1312650079,703992426,Đường Phạm Hùng,58,46,4.539130434782609,2025-11-27 06:54:51.262360
2185731477,13327548965,816200776,Phố Dương Đình Nghệ,168,26,23.261538461538464,2025-11-27 06:54:51.427466
2185731479,2185731481,208259668,,81,9,32.4,2025-11-27 06:54:51.583689
2185731479,1887751321,703992422,Phố Dương Đình Nghệ,57,52,3.946153846153847,2025-11-27 06:54:51.770787
2185731481,1879091753,"[705564896, 815619172]",Đường Phạm Hùng,116,15,27.84,2025-11-27 06:54:51.897009
2186671583,2186671586,208366138,,9,8,4.05,2025-11-27 06:54:52.146837
2186671583,2291073251,208366141,Phố Hoàng Đạo Thúy,61,47,4.672340425531915,2025-11-27 06:54:52.335749
2186671584,444398125,1346358302,Ngõ 9 Hoàng Đạo Thúy,9,5,6.48,2025-11-27 06:54:52.456587
2186671584,2186671583,208366141,Phố Hoàng Đạo Thúy,123,29,15.268965517241378,2025-11-27 06:54:52.564313
2186671585,2186671584,1346358303,Phố Hoàng Đạo Thúy,78,17,16.517647058823528,2025-11-27 06:54:52.812329
2186671586,2186671583,208366138,,9,1,32.4,2025-11-27 06:54:52.934463
2186671586,444398125,37871458,Phố Hoàng Đạo Thúy,138,29,17.131034482758622,2025-11-27 06:54:53.049241
2188036136,283139237,208509700,Đường Nguyễn Ngọc Vũ,598,303,7.104950495049505,2025-11-27 06:54:53.176004
2188036136,444875375,1379014183,Đường Nguyễn Ngọc Vũ,126,203,2.2344827586206897,2025-11-27 06:54:53.301743
2195296719,6644721587,1173606571,Đường La Thành,4,1,14.4,2025-11-27 06:54:53.482165
2195296719,438036727,209302576,,110,20,19.8,2025-11-27 06:54:53.661547
2195296719,309685730,"[711355912, 1226392801, 1226392034, 1173606571]",Đường La Thành,681,149,16.453691275167785,2025-11-27 06:54:53.779968
2212544448,1314191436,705501039,Đường Khuất Duy Tiến,12,5,8.64,2025-11-27 06:54:54.013446
2212544448,1314185648,211233735,,244,42,20.914285714285715,2025-11-27 06:54:54.138212
2274969534,5828495464,964868043,,15,12,4.5,2025-11-27 06:54:54.324342
2274969534,5718868836,707087632,Phố Láng Hạ,335,45,26.8,2025-11-27 06:54:54.492132
2289976216,5718868836,1207977564,,683,94,26.157446808510638,2025-11-27 06:54:54.662464
2289976216,5828495464,"[36182665, 964868042]",Phố Láng Hạ,333,39,30.73846153846154,2025-11-27 06:54:54.795146
2289997642,2289997644,219865424,,11,10,3.9600000000000004,2025-11-27 06:54:54.964298
2289997642,1314203102,"[37906058, 964868045]",Phố Láng Hạ,134,66,7.3090909090909095,2025-11-27 06:54:55.152878
2289997644,2289997642,219865424,,11,5,7.920000000000001,2025-11-27 06:54:55.267412
2289997644,2289976216,707450932,Phố Láng Hạ,139,17,29.435294117647057,2025-11-27 06:54:55.446284
2290010720,2290010722,219867180,,14,8,6.3,2025-11-27 06:54:55.623693
2290010720,309595522,711379961,Phố Giảng Võ,155,85,6.564705882352941,2025-11-27 06:54:55.743812
2290010722,2290010720,219867180,,14,8,6.3,2025-11-27 06:54:55.872950
2290010722,8237661942,"[707354680, 966127178, 967878666, 1187545712]",Phố Giảng Võ,569,91,22.50989010989011,2025-11-27 06:54:56.005365
2291064324,319490613,964868047,Phố Xã Đàn,116,20,20.88,2025-11-27 06:54:56.132309
2291064328,2291064324,570572175,Phố Xã Đàn,60,13,16.615384615384613,2025-11-27 06:54:56.309690
2291064328,428673752,1262818190,Phố Nguyễn Lương Bằng,33,28,4.242857142857143,2025-11-27 06:54:56.491447
2291072469,317366886,1240408565,Đường Lê Văn Lương,12,6,7.2,2025-11-27 06:54:56.664911
2291072469,5710136488,"[408823241, 408823207]",Phố Hoàng Đạo Thúy,734,178,14.844943820224719,2025-11-27 06:54:56.847923
2291072476,5710136485,953158812,Phố Hoàng Đạo Thúy,18,8,8.1,2025-11-27 06:54:56.972198
2291072476,5710136487,953158811,Đường Trần Duy Hưng,32,6,19.2,2025-11-27 06:54:57.133714
2291073251,2291072469,219979442,Phố Hoàng Đạo Thúy,22,8,9.9,2025-11-27 06:54:57.253370
2291073251,2291254030,37877893,Đường Lê Văn Lương,261,49,19.175510204081636,2025-11-27 06:54:57.433479
2291254028,2291254030,1207930078,,34,10,12.24,2025-11-27 06:54:57.614008
2291254028,2291072469,"[37876499, 1012665662]",Đường Lê Văn Lương,263,73,12.969863013698632,2025-11-27 06:54:57.730952
2291254030,2291254028,1207930078,,1143,274,15.01751824817518,2025-11-27 06:54:57.916198
2291254030,444501637,37877893,Đường Lê Văn Lương,347,107,11.674766355140186,2025-11-27 06:54:58.038307
2295384939,436388447,220414069,,15,10,5.4,2025-11-27 06:54:58.152424
2295384939,5721511585,"[1073767460, 1073767461, 1073767462, 711526153, 711526156, 252400879]",Đường Nguyễn Chí Thanh,279,43,23.358139534883723,2025-11-27 06:54:58.340051
2302164518,2302164519,221160857,,680,111,22.054054054054053,2025-11-27 06:54:58.511683
2302164518,5719031414,"[601519292, 408800725, 1287590942, 601519293]",Phố Tôn Thất Thuyết,480,87,19.862068965517242,2025-11-27 06:54:58.737501
2302164519,2302164518,221160857,,17,8,7.65,2025-11-27 06:54:58.858318
2302164519,12375164797,1271090831,Phố Tôn Thất Thuyết,153,62,8.883870967741936,2025-11-27 06:54:59.022169
2302166519,1312645244,705175748,,38,14,9.771428571428572,2025-11-27 06:54:59.197953
2302166519,1475295086,"[816197481, 815621263, 704959984, 704942289, 703519572, 1163312635]",Đường Phạm Hùng,407,53,27.645283018867925,2025-11-27 06:54:59.321118
2303337176,1498038039,400124197,Đường Láng,271,33,29.563636363636366,2025-11-27 06:54:59.506176
2326674277,5709923606,705504248,Đường Trần Duy Hưng,24,2,43.2,2025-11-27 06:54:59.659689
2326674277,2326674288,223791534,,231,25,33.264,2025-11-27 06:54:59.781232
2326674281,5709923603,1010846168,Đường Phạm Hùng,15,2,27.0,2025-11-27 06:55:00.020810
2326674281,1314191417,223791532,,220,27,29.333333333333336,2025-11-27 06:55:00.136133
2326674288,4539674888,37562784,Đường Phạm Hùng,169,31,19.625806451612902,2025-11-27 06:55:00.375767
2570960524,12206582473,1393444645,,573,88,23.44090909090909,2025-11-27 06:55:00.612675
2570960524,5707647500,1109636292,Đường Trần Phú,264,38,25.010526315789477,2025-11-27 06:55:00.801365
2584589542,5721511586,711526151,Cầu vượt Nguyễn Chí Thanh,1277,169,27.202366863905326,2025-11-27 06:55:00.992295
2701058419,5716537675,"[702880304, 702848696]",Đường Nguyễn Xiển,184,128,5.175,2025-11-27 06:55:01.223466
2701184883,4539682086,709767944,Đường Khuất Duy Tiến,161,68,8.523529411764706,2025-11-27 06:55:01.391821
3075526390,1919751043,116432101,Phố Phạm Văn Bạch,24,3,28.8,2025-11-27 06:55:01.550997
3075526390,1954877845,945783769,,59,8,26.55,2025-11-27 06:55:01.692151
3075526396,3075526390,184919487,,61,10,21.96,2025-11-27 06:55:01.943313
3779255487,2701184883,702880301,Đường Khuất Duy Tiến,1958,442,15.947511312217197,2025-11-27 06:55:02.127694
3779255487,5716537702,702880302,Đường Nguyễn Trãi,57,35,5.862857142857143,2025-11-27 06:55:02.311209
3779255494,4538405026,399820831,Đường Nguyễn Trãi,29,5,20.88,2025-11-27 06:55:02.540691
4004297090,1878921396,177433576,Đường Nguyễn Trãi,45,41,3.9512195121951224,2025-11-27 06:55:02.651835
4004297090,1878921405,"[1014224394, 709673460]",Đường Trường Chinh,94,24,14.1,2025-11-27 06:55:02.833012
4025084971,6666128977,457757000,Đại lộ Thăng Long,104,12,31.2,2025-11-27 06:55:02.997998
4025084971,4538571805,1198522909,,45,8,20.25,2025-11-27 06:55:03.153583
4025115175,5707407583,208162321,Phố Yên Lãng,26,11,8.50909090909091,2025-11-27 06:55:03.331739
4025115175,5709996124,"[709255817, 709255818, 600496934]",Đường Láng,153,35,15.737142857142857,2025-11-27 06:55:03.566845
4027449781,6621078261,"[704938984, 35972313, 704938983]",Đường Láng,251,47,19.225531914893615,2025-11-27 06:55:03.818444
4106937190,4538404990,955882984,Đường Nguyễn Xiển,5,1,18.0,2025-11-27 06:55:03.992616
4538404990,13282498392,706445530,Đường Nguyễn Xiển,37,6,22.200000000000003,2025-11-27 06:55:04.160909
4538404991,4538405005,457741985,,1621,287,20.333101045296168,2025-11-27 06:55:04.360631
4538404991,1221161727,961861930,Đường Nguyễn Xiển,3429,572,21.581118881118883,2025-11-27 06:55:04.507464
4538404998,3779255494,457741981,,67,14,17.228571428571428,2025-11-27 06:55:04.677949
4538404998,1221161730,1198858980,Đường Nguyễn Trãi,43,49,3.159183673469388,2025-11-27 06:55:04.802366
4538405005,4538405024,"[702891548, 702891549]",Đường Nguyễn Trãi,365,64,20.53125,2025-11-27 06:55:05.032504
4538405006,1884747789,709301564,Đường Nguyễn Trãi,26,28,3.342857142857143,2025-11-27 06:55:05.204470
4538405006,2701184883,457741986,,2015,504,14.392857142857142,2025-11-27 06:55:05.331418
4538405017,11700202516,"[1290144946, 457757021]",Đường Nguyễn Trãi,482,51,34.023529411764706,2025-11-27 06:55:05.563073
4538405021,4538405024,"[621974600, 621974602, 457741990]",Hầm chui Thanh Xuân,862,113,27.461946902654866,2025-11-27 06:55:05.768302
4538405021,4538405061,710332807,Đường Nguyễn Trãi,3730,504,26.642857142857146,2025-11-27 06:55:05.992553
4538405024,6689058288,"[264434802, 929495372, 948123045, 116614142]",Đường Nguyễn Trãi,327,47,25.046808510638296,2025-11-27 06:55:06.220805
4538405026,4538405017,711700503,Đường Nguyễn Trãi,3728,494,27.16761133603239,2025-11-27 06:55:06.358198
4538405061,4538404998,955882983,Đường Nguyễn Trãi,24,5,17.28,2025-11-27 06:55:06.471825
4538405061,4106937190,457741984,,308,177,6.264406779661017,2025-11-27 06:55:06.598155
4538405136,11768052437,709368692,Đường Khuất Duy Tiến,609,100,21.924,2025-11-27 06:55:06.769457
4538405136,4538405137,709368693,,588,94,22.519148936170215,2025-11-27 06:55:07.020158
4538405137,4540453395,974572940,Đường Khuất Duy Tiến,96,42,8.228571428571428,2025-11-27 06:55:07.198493
4538571805,5707122780,457757029,,1961,242,29.17190082644628,2025-11-27 06:55:07.352000
4538571805,4539675798,709260267,,891,132,24.3,2025-11-27 06:55:07.568186
4538571806,4539675798,457903307,,58,6,34.8,2025-11-27 06:55:07.723509
4538571806,5707122775,600031621,Đường Lương Thế Vinh,30,5,21.6,2025-11-27 06:55:07.880240
4538571818,1314191398,710333731,Đại lộ Thăng Long,42,3,50.4,2025-11-27 06:55:08.056287
4539132150,4830545884,"[710333735, 600520777, 600520778, 600520780, 457903293]","['Đại lộ Thăng Long', 'Hầm chui Trung Hòa']",1246,91,49.29230769230769,2025-11-27 06:55:08.276708
4539132150,2326674277,"[702572989, 705504247]",Đường Trần Duy Hưng,215,22,35.18181818181819,2025-11-27 06:55:08.466368
4539132165,5716477055,"[106053503, 711107764, 702572983]",Đường Trần Duy Hưng,191,54,12.733333333333334,2025-11-27 06:55:08.631918
4539674875,6621426593,704994516,Đường Khuất Duy Tiến,63,10,22.68,2025-11-27 06:55:08.855173
4539674875,4539674879,675481683,,72,35,7.405714285714285,2025-11-27 06:55:09.085822
4539674879,1314185677,675481682,Đường Khuất Duy Tiến,97,17,20.541176470588237,2025-11-27 06:55:09.207814
4539674879,6628818468,1373569363,Đường Trần Duy Hưng,52,8,23.400000000000002,2025-11-27 06:55:09.441327
4539674883,5716544649,"[457903300, 1120703703]",,376,42,32.22857142857143,2025-11-27 06:55:09.601847
4539674883,12606538099,704031413,Đường cao tốc Vành đai 3,1480,386,13.803108808290155,2025-11-27 06:55:09.782947
4539674888,1849738362,"[704015767, 706403447, 704015766, 704024159]",Đường Phạm Hùng,603,119,18.242016806722688,2025-11-27 06:55:09.943623
4539674888,3779255475,"[705508330, 1120703702]",,1515,264,20.65909090909091,2025-11-27 06:55:10.108425
4539675798,4538571805,709260267,,3723,549,24.41311475409836,2025-11-27 06:55:10.252508
4539675798,5707122775,709269567,,54,9,21.6,2025-11-27 06:55:10.374588
4539675798,10159724112,1198522910,,38,6,22.8,2025-11-27 06:55:10.529912
4539675829,444394912,709368690,Đường Khuất Duy Tiến,178,83,7.720481927710844,2025-11-27 06:55:10.651125
4539682086,1881949103,"[709767944, 1442409289, 1442409290]",Đường Khuất Duy Tiến,440,81,19.555555555555557,2025-11-27 06:55:10.771869
4539682086,12606538104,"[1120703704, 457904453]",,442,85,18.720000000000002,2025-11-27 06:55:10.947059
4539684490,4539675829,"[457904456, 1120703705]",,419,76,19.847368421052632,2025-11-27 06:55:11.123255
4539684490,3779242655,914099371,Đường cao tốc Vành đai 3,1377,103,48.12815533980583,2025-11-27 06:55:11.362256
4540453369,4540453370,709295484,,18,11,5.8909090909090915,2025-11-27 06:55:11.531777
4540453370,4540453369,709295484,,18,10,6.48,2025-11-27 06:55:11.710910
4540453370,5707271704,709295488,Phố Tố Hữu,302,52,20.907692307692308,2025-11-27 06:55:11.932863
4540453378,5707271696,"[711062840, 1304444843, 711062839]",Phố Tố Hữu,200,26,27.692307692307693,2025-11-27 06:55:12.100788
4540453393,4540453394,773083570,Đường Khuất Duy Tiến,30,14,7.714285714285714,2025-11-27 06:55:12.267115
4540453393,10076263977,1100995756,Đường Lê Văn Lương,21,4,18.900000000000002,2025-11-27 06:55:12.438845
4540453394,5093497431,773083571,Đường Khuất Duy Tiến,48,11,15.709090909090909,2025-11-27 06:55:12.601475
4540453394,4540453405,974572937,Phố Tố Hữu,323,94,12.370212765957447,2025-11-27 06:55:12.831277
4540453395,4540453396,"[844948731, 457988687]",,65,13,18.0,2025-11-27 06:55:13.003033
4540453395,4540453393,844948730,Đường Khuất Duy Tiến,47,32,5.2875000000000005,2025-11-27 06:55:13.120190
4540453396,4540453400,1100987654,Đường Lê Văn Lương,201,43,16.82790697674419,2025-11-27 06:55:13.274152
4540453399,10076263973,"[899919256, 899919258, 899919254]",Hầm chui Lê Văn Lương,495,134,13.298507462686567,2025-11-27 06:55:13.441480
4540453399,5093497430,1100987653,Đường Lê Văn Lương,189,31,21.948387096774194,2025-11-27 06:55:13.623383
4540453400,444501629,"[710360128, 1139127115, 711526326, 710360127]",Đường Lê Văn Lương,1356,539,9.056771799628942,2025-11-27 06:55:13.754953
4540453404,10076263978,1054590950,Phố Tố Hữu,15,16,3.375,2025-11-27 06:55:13.987758
4540453404,4540453406,457988688,,498,182,9.850549450549451,2025-11-27 06:55:14.157244
4540453405,4542621501,898229727,Đường Khuất Duy Tiến,32,10,11.520000000000001,2025-11-27 06:55:14.373852
4540453405,10076263979,1054590951,Phố Tố Hữu,427,152,10.113157894736842,2025-11-27 06:55:14.528468
4540453406,4538405136,974572939,Đường Khuất Duy Tiến,98,12,29.4,2025-11-27 06:55:14.653191
4541071715,4541071716,458064132,,15,12,4.5,2025-11-27 06:55:14.878924
4541071715,6587550955,704967126,Đường Láng,382,50,27.503999999999998,2025-11-27 06:55:15.042952
4541071716,4541071715,458064132,,15,14,3.857142857142857,2025-11-27 06:55:15.160318
4541071716,10965136434,"[1329311807, 1121703581, 38031007]",Đường Láng,300,101,10.693069306930694,2025-11-27 06:55:15.279694
4541105058,5707271706,974572930,Phố Tố Hữu,20,2,36.0,2025-11-27 06:55:15.451502
4541105059,4541105058,974572931,Phố Vũ Trọng Khánh,12,3,14.4,2025-11-27 06:55:15.658989
4541105059,11182265554,"[600057056, 1309201478, 709289096, 709292814, 600057055]",Phố Tố Hữu,1651,446,13.32645739910314,2025-11-27 06:55:15.816313
4542621501,4540453393,974572938,Phố Tố Hữu,38,19,7.2,2025-11-27 06:55:15.985017
4542621501,4540453406,974572939,Đường Khuất Duy Tiến,40,6,24.0,2025-11-27 06:55:16.161050
4599745018,98027697,464925870,Phố Tôn Thất Tùng,362,123,10.595121951219511,2025-11-27 06:55:16.283485
4599745018,10130533955,1158120937,Đường Trường Chinh,30,7,15.428571428571429,2025-11-27 06:55:16.471293
4599745018,7920618648,1158120939,Phố Tôn Thất Tùng,783,410,6.875121951219512,2025-11-27 06:55:16.643010
4600895552,10130533953,11007920,Phố Tôn Thất Tùng,177,253,2.5185770750988143,2025-11-27 06:55:16.879123
4600895552,6617292919,11008124,Phố Lê Trọng Tấn,529,384,4.9593750000000005,2025-11-27 06:55:17.058969
4830545876,6325815718,704627671,Vườn Hoa Đại Lộ Thăng Long,124,19,23.49473684210526,2025-11-27 06:55:17.274728
